gender_binary,age_centered,race_binary,hh_income_num,hh_edu_num,children_binary
1,-1.179181678107436,1,7,5,1
0,-0.6174366047152319,1,3,5,2
1,-0.8046849625126332,1,3,5,2
1,-0.6174366047152319,1,4,5,2
0,-0.9919333203100346,1,1,5,2
0,-0.1805237698546288,1,11,5,2
0,-0.5550204854494315,1,4,2,1
1,1.06779861546138,1,7,2,1
1,1.0053824961955795,1,1,2,1
1,1.0053824961955795,1,3,5,2
0,-0.6798527239810324,1,7,3,2
1,-0.30535600838622967,1,6,5,2
0,-0.7422688432468328,1,1,1,2
0,0.1939729457401739,1,7,3,2
1,-0.6174366047152319,1,6,2,2
1,-1.3040139166390368,1,2,3,2
1,0.25638906500597436,1,6,3,2
0,2.690617716372192,1,7,2,2
1,0.00672458794277256,1,4,2,2
1,0.3812213035375752,1,8,2,2
0,-0.9295172010442342,0,1,2,2
1,-1.1167655588416354,1,1,5,2
0,-0.6798527239810324,1,3,2,2
0,-0.8671010817784337,1,4,5,2
1,1.629543688853584,1,3,2,1
1,1.0053824961955795,1,1,2,1
1,1.8167920466509857,1,3,5,2
0,-1.1167655588416354,1,5,3,2
0,-0.11810765058882831,1,2,5,1
0,-1.2415977973732364,1,2,2,1
0,1.8167920466509857,1,5,5,2
1,-1.4288461551706375,1,1,5,2
1,0.630885780600777,1,4,2,2
1,0.06914070720857302,1,5,5,2
0,-0.7422688432468328,1,1,5,2
1,-0.8046849625126332,1,4,3,1
1,1.192630853992981,1,1,5,1
0,-1.179181678107436,1,5,5,2
0,0.13155682647437345,1,4,5,1
0,2.066456523714187,1,6,5,1
0,-0.11810765058882831,1,6,4,1
0,1.2550469732587817,1,5,2,1
0,1.754375927385185,1,1,5,2
1,1.06779861546138,1,2,5,1
0,0.13155682647437345,1,3,5,2
0,-0.9295172010442342,1,2,5,1
1,0.5684696613349766,1,5,5,2
0,2.44095323930899,1,5,5,1
1,-0.2429398891204292,1,6,3,2
0,-0.492604366183631,0,3,2,1
1,0.13155682647437345,1,5,5,2
1,-0.6798527239810324,0,4,3,2
0,0.06914070720857302,1,7,3,2
1,0.7557180191323779,1,7,5,2
1,0.13155682647437345,1,7,5,2
0,-0.9919333203100346,1,5,5,1
1,-1.179181678107436,1,5,2,2
0,1.5671275695877838,1,7,5,1
0,2.066456523714187,1,6,5,1
1,-0.1805237698546288,1,1,2,2
0,-0.9919333203100346,1,1,5,2
1,-0.30535600838622967,1,7,5,1
0,-1.054349439575835,1,6,5,2
1,1.5047114503219834,1,7,5,2
0,-0.9295172010442342,1,5,5,2
1,-1.054349439575835,1,6,2,1
0,0.9429663769297792,1,4,2,2
1,-0.9919333203100346,1,7,5,2
0,-1.1167655588416354,1,6,2,2
1,0.630885780600777,1,7,3,1
0,-0.9295172010442342,1,7,5,2
0,-0.8046849625126332,1,2,3,2
0,0.9429663769297792,1,1,5,1
0,-0.8671010817784337,1,4,5,2
0,1.5671275695877838,1,5,5,1
1,1.2550469732587817,1,7,3,1
0,-0.3677721276520301,1,3,2,2
0,-1.179181678107436,1,4,2,2
0,-0.7422688432468328,1,2,5,2
0,-1.179181678107436,1,5,5,1
1,-0.8046849625126332,1,3,5,2
0,1.754375927385185,1,7,5,1
0,-0.4301882469178306,1,7,5,2
0,0.4436374228033757,1,4,5,2
1,2.316121000777389,1,2,5,2
1,-1.054349439575835,1,6,2,1
0,-0.5550204854494315,1,6,3,2
1,-0.05569153132302788,1,6,3,1
1,0.1939729457401739,1,7,3,2
0,-0.6798527239810324,1,3,2,2
1,0.9429663769297792,1,3,5,2
0,-0.6174366047152319,1,5,5,1
1,-1.2415977973732364,1,11,1,2
0,-1.179181678107436,1,6,2,2
0,-0.6798527239810324,1,4,5,2
0,1.2550469732587817,1,4,5,2
0,0.1939729457401739,1,6,5,2
0,1.5671275695877838,1,6,5,1
0,-0.6174366047152319,1,6,5,1
1,0.9429663769297792,1,4,3,1
0,-1.054349439575835,1,1,5,2
1,-0.9919333203100346,1,4,2,1
0,-0.7422688432468328,1,3,3,1
1,0.1939729457401739,1,11,2,2
1,0.1939729457401739,1,3,5,2
0,2.815449954903793,1,3,5,1
1,1.4422953310561828,1,7,5,1
1,1.192630853992981,1,4,5,2
1,-1.3040139166390368,1,7,5,2
1,0.13155682647437345,1,4,2,1
0,0.9429663769297792,1,4,2,2
0,-0.8671010817784337,1,5,3,1
1,-0.1805237698546288,1,7,5,2
1,1.6919598081193843,1,7,2,2
0,2.004040404448387,1,6,5,1
1,-0.3677721276520301,1,4,5,2
1,-1.3040139166390368,1,7,5,2
1,1.06779861546138,1,5,5,1
0,-1.054349439575835,1,7,3,2
0,-1.054349439575835,0,4,5,1
0,0.4436374228033757,0,1,5,1
1,-0.6174366047152319,1,1,5,2
0,1.5671275695877838,1,7,3,1
0,-0.5550204854494315,1,7,5,2
1,-1.2415977973732364,1,2,5,2
1,-0.9919333203100346,1,6,1,2
1,-0.9919333203100346,1,2,2,2
1,0.13155682647437345,1,7,5,2
0,-0.8046849625126332,1,7,5,2
0,1.5671275695877838,1,5,5,1
1,1.5047114503219834,1,5,3,1
1,1.9416242851825865,1,6,5,2
0,0.13155682647437345,1,7,5,1
1,0.25638906500597436,1,4,2,1
1,0.3188051842717748,1,5,2,2
0,2.316121000777389,1,1,5,1
0,0.25638906500597436,1,1,2,2
1,0.3812213035375752,1,4,5,2
0,-0.4301882469178306,1,7,3,1
0,-0.2429398891204292,1,6,5,2
0,-0.6798527239810324,1,1,5,2
0,1.2550469732587817,1,4,2,2
1,0.3188051842717748,1,4,5,2
1,0.06914070720857302,1,7,3,1
0,0.4436374228033757,1,5,5,2
1,1.5047114503219834,1,8,2,2
1,-0.8046849625126332,1,1,5,2
0,2.004040404448387,1,5,2,1
1,0.8181341383981784,1,1,5,1
1,1.754375927385185,1,7,5,2
1,0.3812213035375752,1,7,2,2
1,-0.5550204854494315,1,1,5,2
1,-0.5550204854494315,1,4,5,2
1,1.629543688853584,1,3,5,2
1,1.1302147347271807,1,7,2,1
0,1.629543688853584,1,9,2,2
1,-0.6174366047152319,1,2,5,1
1,1.192630853992981,1,4,5,2
0,0.4436374228033757,1,6,5,1
0,-1.1167655588416354,1,5,3,2
1,0.4436374228033757,1,7,2,2
0,-0.8046849625126332,1,3,5,2
0,0.5060535420691762,1,7,2,2
1,-0.9295172010442342,1,6,1,2
0,0.4436374228033757,1,1,5,2
1,1.4422953310561828,1,7,5,2
1,0.630885780600777,1,5,1,2
1,1.06779861546138,1,7,5,2
1,0.1939729457401739,1,5,4,2
1,1.2550469732587817,1,2,2,2
1,1.1302147347271807,1,6,2,2
1,-0.8671010817784337,0,4,5,1
0,-0.2429398891204292,1,5,5,2
1,1.8167920466509857,1,7,3,1
0,-1.1167655588416354,1,7,5,2
1,-0.8671010817784337,1,6,5,2
1,0.13155682647437345,1,7,5,2
1,0.7557180191323779,1,2,2,2
0,0.25638906500597436,1,4,5,2
1,0.3188051842717748,0,4,5,2
0,1.5671275695877838,1,5,5,2
0,2.004040404448387,1,7,5,1
1,2.815449954903793,1,6,5,2
1,0.5060535420691762,1,5,5,1
1,0.3188051842717748,1,7,5,2
0,0.9429663769297792,0,5,2,1
1,-0.30535600838622967,1,6,3,2
0,-0.5550204854494315,1,2,1,2
1,-1.054349439575835,1,4,5,2
1,-0.1805237698546288,1,4,3,2
0,0.25638906500597436,1,1,5,1
1,1.317463092524582,1,1,5,1
1,-1.3664300359048374,1,1,5,2
0,-0.9295172010442342,1,2,5,1
0,0.5684696613349766,1,4,2,2
0,-1.179181678107436,1,6,5,2
0,-0.9919333203100346,1,6,5,1
1,-0.9919333203100346,1,5,5,1
1,0.5060535420691762,1,6,5,1
1,0.9429663769297792,1,4,5,2
1,-0.5550204854494315,0,3,5,2
0,-0.9919333203100346,1,6,2,1
1,0.3188051842717748,1,7,2,2
0,-1.054349439575835,1,5,5,1
1,0.13155682647437345,1,7,3,2
0,0.5060535420691762,0,2,5,2
1,1.5671275695877838,1,5,5,2
1,2.066456523714187,1,7,5,1
0,0.6933018998665775,1,4,2,2
1,-0.492604366183631,1,4,5,1
1,1.1302147347271807,1,5,2,2
0,0.13155682647437345,1,1,5,2
1,-0.4301882469178306,1,6,5,2
1,-0.30535600838622967,1,7,5,2
1,1.0053824961955795,1,4,5,2
0,-1.1167655588416354,1,4,2,1
0,0.3188051842717748,1,7,5,2
1,1.754375927385185,0,6,5,2
1,1.2550469732587817,1,11,2,2
1,0.630885780600777,1,7,2,1
1,0.00672458794277256,1,2,3,2
0,3.3147789090301965,1,9,4,1
0,0.00672458794277256,1,3,5,1
1,-0.7422688432468328,1,3,5,2
0,-1.179181678107436,0,6,2,2
1,-0.30535600838622967,1,6,5,1
1,-1.3040139166390368,1,3,5,2
0,1.3798792117903824,1,7,5,2
0,2.316121000777389,1,1,5,1
1,0.5684696613349766,0,4,2,2
0,-1.179181678107436,1,2,5,2
0,0.5684696613349766,1,4,3,2
0,-0.9919333203100346,1,1,2,2
1,-0.9919333203100346,1,5,5,1
1,-0.30535600838622967,1,2,5,2
1,-1.2415977973732364,1,7,2,1
1,0.1939729457401739,1,4,5,2
0,0.5060535420691762,1,7,5,2
0,0.3188051842717748,1,7,5,2
0,-0.8046849625126332,1,6,2,1
0,0.6933018998665775,1,6,3,2
1,-0.9295172010442342,1,5,5,2
1,0.5060535420691762,0,1,2,2
1,-1.179181678107436,1,3,2,2
0,0.630885780600777,1,7,5,2
0,-0.9919333203100346,1,4,3,2
1,-0.5550204854494315,1,1,3,2
0,-0.6174366047152319,0,1,5,2
0,-1.1167655588416354,1,2,5,2
0,-1.1167655588416354,1,4,5,2
1,0.25638906500597436,1,7,3,2
0,-1.1167655588416354,1,6,2,2
0,0.5060535420691762,1,5,2,1
1,1.5047114503219834,1,1,5,1
0,-0.4301882469178306,1,7,2,2
1,-0.9295172010442342,1,3,5,2
0,-0.4301882469178306,1,1,5,1
1,1.6919598081193843,1,6,5,2
0,-0.5550204854494315,1,6,5,1
1,-0.6798527239810324,1,5,5,1
1,-0.1805237698546288,1,4,5,2
0,0.3188051842717748,1,6,3,2
0,-0.2429398891204292,1,5,5,2
0,-1.1167655588416354,1,2,2,2
0,-0.7422688432468328,1,4,3,2
0,-1.3040139166390368,1,7,3,2
0,1.4422953310561828,1,4,5,1
1,-0.6174366047152319,1,4,5,2
1,-1.1167655588416354,1,4,2,2
0,-1.054349439575835,1,1,5,1
0,-0.1805237698546288,0,1,5,2
1,0.5684696613349766,1,7,5,2
0,-1.179181678107436,1,6,5,2
0,-0.8046849625126332,1,3,5,2
1,-0.2429398891204292,1,6,5,1
1,-0.05569153132302788,1,7,5,2
1,1.1302147347271807,1,11,2,2
0,-0.4301882469178306,1,6,5,2
1,0.5684696613349766,0,4,5,2
1,0.7557180191323779,1,2,2,2
1,-1.054349439575835,1,7,5,1
0,0.3812213035375752,1,4,5,2
0,-0.8046849625126332,1,6,2,1
0,-0.9295172010442342,1,6,5,2
0,-0.9919333203100346,1,1,5,2
1,-0.11810765058882831,1,6,5,2
0,-0.8046849625126332,1,4,5,2
0,0.06914070720857302,1,3,3,2
1,-1.2415977973732364,1,7,2,2
0,0.9429663769297792,1,7,3,2
0,0.13155682647437345,1,1,2,2
1,1.3798792117903824,1,4,5,1
0,-0.9919333203100346,1,4,5,2
0,-1.3040139166390368,1,7,2,2
1,-0.05569153132302788,1,5,2,2
0,1.5047114503219834,1,2,5,2
1,1.0053824961955795,1,11,2,1
0,0.5684696613349766,1,8,2,2
1,0.8181341383981784,1,6,4,2
1,2.5033693585747905,1,6,5,2
0,-1.3664300359048374,1,5,5,2
1,0.13155682647437345,1,4,5,2
1,-0.9295172010442342,1,5,2,1
1,-0.7422688432468328,1,5,5,1
1,-0.6174366047152319,1,2,5,2
0,-0.7422688432468328,1,3,5,2
1,-0.8671010817784337,1,7,5,1
0,-0.7422688432468328,1,5,2,2
1,-0.4301882469178306,1,5,5,2
0,0.8181341383981784,1,3,5,1
0,-0.8671010817784337,1,5,5,1
1,1.0053824961955795,1,6,5,2
0,-0.9919333203100346,1,3,5,1
1,0.6933018998665775,0,3,2,2
1,0.9429663769297792,1,3,5,1
0,0.8181341383981784,1,3,5,1
0,-0.1805237698546288,1,11,5,2
1,-0.7422688432468328,1,3,3,2
1,0.6933018998665775,1,1,5,2
1,-0.30535600838622967,0,1,5,2
1,-1.2415977973732364,1,6,5,1
0,-0.11810765058882831,1,2,5,1
1,-0.11810765058882831,1,5,5,1
1,-1.179181678107436,1,7,5,1
1,-0.4301882469178306,1,7,5,1
1,-0.9919333203100346,1,5,5,2
1,-0.6798527239810324,1,4,2,2
0,-0.8671010817784337,1,6,5,1
0,-0.8671010817784337,1,4,5,2
0,-1.1167655588416354,1,2,5,2
1,-0.11810765058882831,0,3,2,2
1,-0.9919333203100346,1,6,5,2
1,-0.492604366183631,1,6,5,1
1,0.00672458794277256,1,1,1,2
1,0.9429663769297792,1,7,2,1
0,2.3785371200431897,1,6,2,2
1,-0.7422688432468328,1,3,5,2
0,-1.3040139166390368,1,7,5,2
0,-1.1167655588416354,1,5,5,1
1,0.8181341383981784,1,7,2,2
0,-1.2415977973732364,1,4,5,2
0,0.25638906500597436,1,7,2,2
1,-0.1805237698546288,1,7,2,2
0,-0.05569153132302788,0,4,5,1
0,0.7557180191323779,1,6,3,2
1,1.5671275695877838,1,7,5,2
0,0.25638906500597436,1,3,2,1
0,-0.8671010817784337,1,5,5,1
0,-1.1167655588416354,1,6,2,2
0,-1.054349439575835,1,1,5,2
0,1.4422953310561828,1,2,5,2
0,0.4436374228033757,1,4,5,2
0,-1.3664300359048374,1,3,5,2
0,0.5684696613349766,1,10,3,2
0,0.8805502576639788,1,7,5,2
0,-1.1167655588416354,1,7,5,2
1,0.630885780600777,1,3,5,2
1,-0.1805237698546288,1,7,5,2
1,1.4422953310561828,1,5,2,1
0,-0.4301882469178306,1,1,5,2
1,0.3812213035375752,1,3,5,2
1,0.5684696613349766,0,5,5,1
0,-0.5550204854494315,1,2,1,2
1,-0.4301882469178306,1,6,2,2
0,-1.1167655588416354,1,6,5,1
0,0.3188051842717748,1,7,5,2
0,-1.2415977973732364,1,7,5,1
1,-0.3677721276520301,1,3,5,1
0,-0.8046849625126332,1,5,2,2
1,1.3798792117903824,0,6,2,2
0,-0.7422688432468328,1,3,5,1
0,-1.1167655588416354,1,5,3,2
1,-0.9919333203100346,1,4,5,2
1,0.6933018998665775,1,2,5,1
1,1.0053824961955795,1,1,2,1
0,0.9429663769297792,1,3,2,1
0,-0.8671010817784337,1,5,5,1
1,0.9429663769297792,1,4,3,1
1,-0.1805237698546288,1,7,5,2
0,-0.9295172010442342,1,4,5,2
1,1.4422953310561828,1,7,2,1
1,1.06779861546138,1,8,3,2
0,0.5060535420691762,1,1,5,2
1,0.4436374228033757,1,6,5,2
0,-0.8671010817784337,1,3,5,2
1,-0.492604366183631,1,7,3,2
0,-0.8671010817784337,0,4,5,1
1,-0.8671010817784337,1,6,2,2
1,0.9429663769297792,1,7,2,2
0,-0.4301882469178306,1,4,5,2
0,-0.6798527239810324,1,7,2,2
1,-0.4301882469178306,1,4,2,2
0,-0.5550204854494315,1,6,3,1
0,-1.054349439575835,0,6,5,2
0,1.0053824961955795,1,3,2,1
1,-0.4301882469178306,1,3,2,2
0,-0.492604366183631,1,1,5,1
0,1.9416242851825865,1,2,5,1
0,-0.11810765058882831,1,5,5,1
0,-1.1167655588416354,1,5,5,1
1,-0.6174366047152319,0,3,2,2
1,-1.179181678107436,0,3,4,1
0,1.9416242851825865,0,5,1,2
1,0.630885780600777,1,11,3,2
0,-0.8046849625126332,1,6,5,2
0,0.7557180191323779,1,7,3,2
0,0.5060535420691762,1,4,5,2
1,1.4422953310561828,0,4,3,1
1,1.0053824961955795,1,4,5,1
0,1.1302147347271807,1,6,5,2
0,-0.2429398891204292,1,7,3,1
1,1.5047114503219834,1,5,5,2
1,1.317463092524582,1,1,5,1
0,-1.491262274436438,1,7,2,2
0,0.25638906500597436,1,6,2,2
1,1.0053824961955795,1,5,2,1
1,0.06914070720857302,1,7,2,2
0,1.8167920466509857,1,7,5,2
1,-0.8671010817784337,1,1,5,1
1,-0.8671010817784337,1,5,2,2
0,-0.7422688432468328,1,4,2,1
1,0.06914070720857302,1,6,2,1
1,-0.492604366183631,1,6,5,2
1,-1.1167655588416354,1,3,5,2
0,0.9429663769297792,1,3,2,1
1,1.192630853992981,1,6,5,1
0,0.6933018998665775,1,6,5,1
1,-1.1167655588416354,1,6,5,2
0,0.5684696613349766,1,4,5,2
1,-0.5550204854494315,0,4,2,1
0,-0.2429398891204292,1,7,2,2
1,-0.2429398891204292,1,5,5,2
1,1.5671275695877838,1,5,3,2
1,0.1939729457401739,1,5,5,2
1,-1.1167655588416354,1,7,5,1
1,-1.1167655588416354,1,6,3,2
1,-1.179181678107436,0,7,5,2
0,2.066456523714187,1,6,5,1
1,-1.3664300359048374,1,6,2,2
0,-0.30535600838622967,1,4,5,1
1,-0.11810765058882831,0,1,5,2
1,0.9429663769297792,1,3,5,2
0,1.5671275695877838,0,5,3,2
1,0.8805502576639788,1,7,5,2
1,0.13155682647437345,1,7,5,2
0,1.2550469732587817,1,2,2,2
0,-0.7422688432468328,1,4,5,2
1,1.6919598081193843,1,7,5,2
1,0.8805502576639788,1,1,5,2
1,-1.054349439575835,1,7,5,2
0,-1.1167655588416354,1,7,5,1
0,0.8181341383981784,1,3,5,1
1,0.8181341383981784,1,1,2,1
0,-1.054349439575835,1,1,5,2
0,-1.1167655588416354,0,5,5,2
0,1.879208165916786,1,2,5,1
1,0.3188051842717748,1,5,5,2
0,-0.5550204854494315,1,3,5,1
0,2.066456523714187,1,3,3,1
0,1.4422953310561828,0,5,5,1
1,1.754375927385185,1,7,5,2
1,-0.492604366183631,1,1,5,2
1,1.0053824961955795,0,7,3,2
0,1.0053824961955795,1,7,2,1
1,0.8181341383981784,1,6,2,2
1,0.8181341383981784,1,7,5,2
0,-0.9919333203100346,0,6,5,2
0,-0.9295172010442342,1,5,5,1
1,-0.2429398891204292,1,6,5,2
1,0.9429663769297792,1,7,2,2
0,-0.9919333203100346,1,7,5,2
0,-0.9295172010442342,1,2,5,1
1,-0.6798527239810324,1,2,5,2
0,-0.9295172010442342,1,6,5,2
1,-0.6798527239810324,1,5,5,2
1,-1.1167655588416354,1,7,3,2
1,1.317463092524582,1,4,2,2
0,-1.179181678107436,1,6,2,2
1,-0.9295172010442342,1,4,5,2
1,-0.8046849625126332,1,4,5,1
0,-1.054349439575835,1,3,2,2
1,-0.8046849625126332,1,4,5,2
0,-0.8671010817784337,1,4,2,2
1,-1.054349439575835,1,3,2,2
0,0.06914070720857302,1,7,3,1
1,0.9429663769297792,1,6,2,2
1,1.5671275695877838,1,5,2,2
0,-0.11810765058882831,1,4,5,1
0,-0.8046849625126332,0,2,2,1
0,0.8181341383981784,1,5,5,2
1,-0.5550204854494315,1,1,5,2
0,-0.5550204854494315,1,4,2,1
1,-0.30535600838622967,1,6,3,2
0,-0.05569153132302788,1,5,5,1
1,1.5671275695877838,1,8,2,1
0,-1.1167655588416354,1,1,5,2
1,1.6919598081193843,1,3,2,2
1,-0.9919333203100346,1,7,5,2
1,-1.2415977973732364,1,2,5,2
1,0.1939729457401739,1,3,2,2
1,2.316121000777389,1,3,5,1
0,-0.6798527239810324,1,4,3,2
1,-0.9919333203100346,1,7,2,2
1,-0.8046849625126332,1,4,5,1
1,0.06914070720857302,1,2,5,2
1,1.06779861546138,0,6,2,2
1,-0.2429398891204292,1,4,5,2
1,-0.11810765058882831,0,3,2,2
0,-0.11810765058882831,1,5,2,2
1,1.5047114503219834,1,5,5,1
1,-1.054349439575835,1,1,5,2
1,-1.74092675149964,0,2,5,2
0,-1.4288461551706375,1,3,5,2
1,-1.2415977973732364,1,4,2,2
0,-0.5550204854494315,1,5,5,2
0,0.630885780600777,1,6,3,2
0,-1.1167655588416354,1,1,5,2
0,-0.9919333203100346,1,1,2,2
1,1.5047114503219834,1,7,2,1
1,-0.9295172010442342,1,7,2,1
1,0.3188051842717748,1,4,5,2
1,0.3188051842717748,1,7,5,1
1,1.06779861546138,1,4,2,2
1,0.3188051842717748,1,4,5,2
1,-0.6798527239810324,1,2,2,2
0,-1.1167655588416354,1,4,5,2
1,0.06914070720857302,1,6,2,2
0,-1.179181678107436,1,5,5,1
1,-0.8046849625126332,1,3,3,1
0,2.128872642979988,1,7,5,1
1,0.25638906500597436,1,7,3,2
0,1.5671275695877838,1,7,5,1
0,-0.6798527239810324,1,3,2,2
0,-1.3040139166390368,1,3,5,2
0,-0.9919333203100346,1,1,5,2
1,-0.3677721276520301,1,5,3,2
1,-0.2429398891204292,1,5,5,2
1,0.9429663769297792,1,3,2,1
0,-0.8671010817784337,1,5,2,1
1,-0.1805237698546288,1,5,5,2
1,1.0053824961955795,1,1,5,2
1,-0.9919333203100346,1,2,5,2
1,0.3812213035375752,1,1,5,2
0,0.9429663769297792,1,7,3,1
1,-0.30535600838622967,1,5,5,2
0,1.2550469732587817,1,7,3,1
0,-0.8671010817784337,1,4,5,1
0,-0.8046849625126332,1,2,3,1
0,-0.3677721276520301,1,2,5,2
1,1.6919598081193843,1,3,2,2
1,-0.8671010817784337,1,1,5,2
1,-1.179181678107436,1,5,2,2
0,-0.4301882469178306,1,6,5,1
0,-0.6798527239810324,1,1,5,2
1,-0.9295172010442342,1,1,5,2
0,0.8805502576639788,1,5,5,2
0,-1.1167655588416354,1,5,5,2
0,1.06779861546138,1,7,2,1
0,1.0053824961955795,1,5,5,1
0,-0.3677721276520301,1,5,5,2
0,0.1939729457401739,1,7,3,2
1,1.629543688853584,1,5,5,1
1,1.5671275695877838,1,7,5,2
1,2.565785477840591,1,3,2,1
0,-0.6174366047152319,1,6,5,2
0,-0.8046849625126332,1,3,5,1
0,-0.8046849625126332,1,3,2,1
0,-0.7422688432468328,1,5,5,2
1,-0.5550204854494315,1,2,5,2
1,-1.2415977973732364,1,3,2,1
1,0.9429663769297792,1,7,5,2
0,1.754375927385185,1,8,2,1
1,1.629543688853584,1,4,2,1
0,-0.4301882469178306,1,5,5,2
1,-0.5550204854494315,1,1,3,2
0,-1.2415977973732364,1,5,5,2
1,-0.11810765058882831,1,7,3,2
0,-0.8046849625126332,1,3,5,1
1,-0.30535600838622967,1,5,5,2
1,-0.6798527239810324,1,6,5,2
1,1.629543688853584,1,4,5,1
1,0.5684696613349766,1,11,2,1
0,1.5047114503219834,1,2,5,2
0,-0.8671010817784337,1,6,5,2
0,-0.8671010817784337,1,5,5,1
1,-0.8671010817784337,1,6,5,2
0,-0.30535600838622967,1,3,3,2
0,-0.9295172010442342,1,2,5,1
1,-0.8671010817784337,1,2,2,2
1,-1.2415977973732364,0,5,5,2
0,-0.3677721276520301,1,4,3,2
0,0.00672458794277256,1,5,3,2
0,-0.6174366047152319,1,4,2,2
1,0.630885780600777,1,5,5,1
1,-0.30535600838622967,1,4,2,1
0,-0.492604366183631,1,6,5,2
1,1.4422953310561828,1,7,2,1
0,0.5060535420691762,1,1,5,2
0,0.4436374228033757,1,7,2,2
0,-0.8046849625126332,1,3,5,1
1,-0.9919333203100346,1,1,5,2
1,-0.9919333203100346,1,3,5,2
0,-0.8046849625126332,1,3,2,2
1,-0.9295172010442342,0,3,2,2
0,-1.054349439575835,1,1,5,2
0,1.629543688853584,1,5,2,1
0,-0.11810765058882831,1,5,5,1
0,0.3812213035375752,1,4,5,2
0,-1.1167655588416354,1,5,5,1
1,-0.8046849625126332,1,5,5,2
0,-0.6174366047152319,1,3,5,2
1,-1.179181678107436,1,4,3,2
1,-1.1167655588416354,1,2,5,1
0,-0.8046849625126332,1,3,5,2
1,0.1939729457401739,1,7,2,2
1,0.13155682647437345,0,2,5,2
1,0.5684696613349766,1,1,5,2
0,0.8805502576639788,1,7,5,2
0,0.1939729457401739,1,7,5,2
0,-0.2429398891204292,1,4,2,2
1,-1.2415977973732364,1,2,5,2
1,-0.5550204854494315,1,1,5,1
0,0.5684696613349766,1,4,2,2
1,0.1939729457401739,1,3,5,2
1,-0.2429398891204292,1,3,2,2
0,-0.8671010817784337,1,7,3,1
0,-1.054349439575835,0,2,2,2
1,0.8805502576639788,1,4,5,1
1,2.066456523714187,1,7,4,2
0,-0.9295172010442342,1,2,5,2
1,-0.8671010817784337,1,6,2,2
1,-1.054349439575835,1,1,5,2
0,-0.4301882469178306,0,1,5,1
1,-0.2429398891204292,1,4,5,2
1,1.6919598081193843,1,7,2,1
0,-0.9919333203100346,1,4,5,1
0,0.06914070720857302,1,5,5,1
0,1.754375927385185,1,7,5,1
1,0.3812213035375752,1,5,2,2
0,-0.9295172010442342,1,2,5,1
1,0.3188051842717748,1,4,5,2
1,1.629543688853584,1,6,5,2
1,1.6919598081193843,1,3,2,2
0,-0.6174366047152319,1,3,2,2
0,-0.5550204854494315,1,7,3,2
0,-0.2429398891204292,1,1,5,2
0,1.8167920466509857,1,5,5,2
1,-0.5550204854494315,1,2,5,1
1,-0.7422688432468328,1,2,1,2
1,-0.5550204854494315,1,2,5,1
0,-0.492604366183631,1,7,5,2
0,0.3812213035375752,1,6,3,2
1,1.06779861546138,1,7,5,2
1,0.1939729457401739,1,5,3,2
1,-0.492604366183631,1,5,5,2
0,0.3188051842717748,1,3,2,2
1,0.13155682647437345,1,8,2,2
0,0.25638906500597436,1,2,2,2
0,-0.4301882469178306,1,7,5,2
1,1.629543688853584,1,6,5,2
0,-0.3677721276520301,0,11,5,2
0,-0.6174366047152319,1,7,5,1
0,1.629543688853584,1,5,5,1
1,0.13155682647437345,1,3,5,2
0,0.4436374228033757,1,4,5,2
1,0.5684696613349766,1,7,5,2
0,0.3812213035375752,1,1,2,2
1,1.1302147347271807,1,4,5,2
0,-0.492604366183631,1,3,5,2
0,-0.7422688432468328,1,6,3,2
0,-0.8671010817784337,1,4,2,2
0,-0.7422688432468328,1,4,2,1
0,0.13155682647437345,0,4,2,2
0,-0.6174366047152319,1,5,5,1
1,1.3798792117903824,1,1,5,2
1,1.06779861546138,1,4,2,2
1,-0.3677721276520301,1,5,5,1
1,-0.7422688432468328,1,7,2,1
1,1.2550469732587817,1,6,5,1
1,1.1302147347271807,1,7,5,1
1,-0.1805237698546288,1,1,2,2
0,-1.054349439575835,0,3,5,2
1,0.9429663769297792,1,4,3,1
0,-0.8671010817784337,1,5,5,2
1,-0.30535600838622967,1,4,5,2
0,1.192630853992981,1,6,3,1
1,0.25638906500597436,1,11,2,2
1,-1.179181678107436,1,5,5,2
1,-0.5550204854494315,0,4,5,2
1,-0.9295172010442342,1,1,5,1
1,2.3785371200431897,1,5,3,1
0,1.0053824961955795,1,5,5,1
0,-0.9919333203100346,1,3,5,1
0,0.630885780600777,1,6,2,2
0,-0.3677721276520301,1,7,5,2
1,0.3188051842717748,1,6,5,2
1,-0.2429398891204292,1,6,2,2
0,0.3188051842717748,1,7,5,2
0,-1.179181678107436,1,5,2,2
0,1.629543688853584,1,5,2,1
1,-1.179181678107436,1,1,5,1
1,-1.1167655588416354,1,3,5,2
0,1.192630853992981,1,7,5,2
0,-0.6798527239810324,1,1,5,1
1,-0.9295172010442342,1,2,5,1
1,-1.2415977973732364,1,5,5,2
0,1.5671275695877838,1,7,2,1
0,0.3188051842717748,1,6,3,1
1,-0.492604366183631,1,1,5,2
1,-0.1805237698546288,1,6,2,2
0,-1.3664300359048374,1,6,5,2
1,0.00672458794277256,1,6,5,2
1,-0.7422688432468328,1,7,2,1
0,-0.30535600838622967,1,1,2,2
0,-0.3677721276520301,1,1,5,2
0,-0.9919333203100346,1,4,5,1
1,0.8805502576639788,1,7,5,2
1,0.3188051842717748,1,5,2,2
0,0.5060535420691762,1,4,2,2
1,1.06779861546138,1,5,5,2
